"Deployment_ID","X","Y"
"NC_Forest_Seven_Devils_20_16",-81.81302,36.1445
"NC_Forest_Seven_Devils_20_18",-81.80898,36.14632
"NC_Forest_Seven_Devils_20_19",-81.80727,36.14824
"NC_Forest_Seven_Devils_20_20",-81.82813,36.1326
"NC_Forest_Seven_Devils_20_22",-81.82268,36.14165
"NC_Forest_WCU_20_02",-83.2216,35.31735
"NC_Forest_WCU_20_03",-83.36804,35.27706
"NC_Forest_WCU_20_08",-83.17191,35.28419
"NC_Forest_WCU_20_09",-83.19,35.27
"NC_Forest_WCU_20_11",-83.20861,35.3379
"NC_Forest_WCU_20_13",-83.21206,35.30739
"NC_Forest_Yarnall_Knob_20_01",-81.64703,36.18573
"NC_Forest_Yarnall_Knob_20_02",-81.64892,36.18673
"NC_Forest_Yarnall_Knob_20_03",-81.647,36.18873
"NC_Forest_Yarnall_Knob_20_04",-81.64549,36.18715
"NC_Forest_Yarnall_Knob_20_06",-81.65035,36.18814
"NC_Forest_Yarnall_Knob_20_07",-81.64552,36.18324
"NC_Forest_Yarnall_Knob_20_08",-81.64333,36.1817
"NC_Forest_Yarnall_Knob_20_10",-81.64184,36.18355
"NJ_Forest_Rutgers_20_02",-74.43735,40.51185
"NJ_Forest_Rutgers_20_03",-74.43978,40.51215
"NJ_Forest_Rutgers_20_04",-74.4468,40.52096
"NJ_Forest_Rutgers_20_06",-74.44257,40.5179
"NJ_Forest_Rutgers_20_07",-74.44034,40.51881
"NY_Forest_Albany_Pine_Bush_20_01",-73.85796,42.72113
"NY_Forest_Albany_Pine_Bush_20_02",-73.85596,42.7198
"NY_Forest_Albany_Pine_Bush_20_03",-73.85405,42.71815
"NY_Forest_Albany_Pine_Bush_20_04",-73.85186,42.71614
"NY_Forest_Albany_Pine_Bush_20_06",-73.86192,42.72059
"NY_Forest_Albany_Pine_Bush_20_07",-73.86024,42.7192
"NY_Forest_Albany_Pine_Bush_20_08",-73.85883,42.71763
"NY_Forest_Albany_Pine_Bush_20_09",-73.8566,42.71662
"NY_Forest_Albany_Pine_Bush_20_10",-73.85488,42.71426
"NY_Forest_Albany_Pine_Bush_20_11",-73.86497,42.71773
"NY_Forest_Albany_Pine_Bush_20_12",-73.86333,42.7161
"NY_Forest_Albany_Pine_Bush_20_13",-73.86023,42.71485
"NY_Forest_Albany_Pine_Bush_20_14",-73.85683,42.71277
"NY_Forest_Albany_Pine_Bush_20_15",-73.85491,42.71125
"NY_Forest_Dyken_Pond_20_01",-73.43966,42.73669
"NY_Forest_Dyken_Pond_20_02",-73.43917,42.73472
"NY_Forest_Dyken_Pond_20_03",-73.43908,42.73289
"NY_Forest_Dyken_Pond_20_04",-73.4387,42.73084
"NY_Forest_Dyken_Pond_20_05",-73.43845,42.72888
"NY_Forest_Dyken_Pond_20_06",-73.43666,42.73697
"NY_Forest_Dyken_Pond_20_07",-73.43652,42.73501
"NY_Forest_Dyken_Pond_20_08",-73.43624,42.733
"NY_Forest_Dyken_Pond_20_09",-73.43592,42.73094
"NY_Forest_Dyken_Pond_20_10",-73.43588,42.72911
"NY_Forest_Dyken_Pond_20_11",-73.43393,42.73703
"NY_Forest_Dyken_Pond_20_12",-73.43367,42.73512
"NY_Forest_Dyken_Pond_20_13",-73.43362,42.73305
"NY_Forest_Dyken_Pond_20_14",-73.43316,42.7311
"NY_Forest_Mianus_River_Gorge_20_01",-73.61954,41.18647
"NY_Forest_Mianus_River_Gorge_20_02",-73.61371,41.169821
"NY_Forest_Mianus_River_Gorge_20_03",-73.6215,41.16617
"NY_Forest_Mianus_River_Gorge_20_04",-73.61649,41.17574
"NY_Forest_Mianus_River_Gorge_20_05",-73.61993,41.17472
"NY_Forest_Mianus_River_Gorge_20_06",-73.6204,41.17865
"NY_Forest_Mianus_River_Gorge_20_07",-73.62165,41.17276
"NY_Forest_Mianus_River_Gorge_20_09",-73.62389,41.19226
"NY_Forest_Mianus_River_Gorge_20_10",-73.62894,41.16298
"NY_Forest_Mianus_River_Gorge_20_11",-73.63273,41.16499
"NY_Forest_Mianus_River_Gorge_20_12",-73.6345,41.16182
"NY_Forest_Mianus_River_Gorge_20_13",-73.62547,41.16464
"NY_Forest_Mianus_River_Gorge_20_14",-73.62258,41.1854
"NY_Forest_Mianus_River_Gorge_20_15",-73.62058,41.16835
"NY_Forest_Mianus_River_Gorge_20_16",-73.62208,41.1895
"NY_Forest_Mianus_River_Gorge_20_17",-73.62692,41.18212
"NY_Forest_Mianus_River_Gorge_20_18",-73.62164,41.18188
"NY_Forest_Mianus_River_Gorge_20_19",-73.62115,41.16117
"NY_Forest_Mianus_River_Gorge_20_20",-73.6284,41.17369
"NY_Forest_Paul_Smiths_College_20_02",-74.197,44.4538
"NY_Forest_Paul_Smiths_College_20_03",-74.1934,44.455
"NY_Forest_Paul_Smiths_College_20_05",-74.1978,44.4575
"NY_Forest_St_Lawrence_University_20_02",-75.0708,44.4388
"NY_Forest_St_Lawrence_University_20_03",-75.0643,44.3789
"NY_Forest_St_Lawrence_University_20_04",-75.0361,44.3352
"NY_Forest_St_Lawrence_University_20_06",-75.2131,44.601
"NY_Forest_St_Lawrence_University_20_08",-74.9961,44.3094
"NY_Forest_St_Lawrence_University_20_09",-74.9354,44.2814
"NY_Forest_St_Lawrence_University_20_10",-74.9199,44.287
"NY_Forest_St_Lawrence_University_20_11",-75.1679,44.5038
"NY_Forest_St_Lawrence_University_20_12",-75.0697,44.4092
"NY_Forest_St_Lawrence_University_20_13",-75.1585,44.5815
"NY_Forest_St_Lawrence_University_20_14",-74.7402,44.2599
"OR_Forest_Cow_Creek_20_01",-123.04456,43.11358
"OR_Forest_Cow_Creek_20_02",-123.03687,43.10405
"OR_Forest_Cow_Creek_20_03",-123.03425,43.08963
"OR_Forest_Cow_Creek_20_04",-122.98076,43.08571
"OR_Forest_Cow_Creek_20_05",-122.96037,43.08825
"OR_Forest_Cow_Creek_20_06",-122.9912,43.08361
"OR_Forest_Cow_Creek_20_09",-122.95845,43.06712
"OR_Forest_Cow_Creek_20_10",-122.95079,43.05536
"OR_Forest_Cow_Creek_20_11",-122.93709,43.05504
"OR_Forest_Cow_Creek_20_12",-122.94518,43.03803
"OR_Forest_Cow_Creek_20_16",-122.92581,43.01642
"OR_Forest_Cow_Creek_20_17",-122.94067,42.99731
"OR_Forest_Cow_Creek_20_18",-122.94605,42.97698
"OR_Forest_Oregon_State_University_20_01",-123.4395,44.4374
"OR_Forest_Oregon_State_University_20_02",-123.4464,44.4373
"OR_Forest_Oregon_State_University_20_03",-123.4524,44.4331
"OR_Forest_Oregon_State_University_20_04",-123.4507,44.4295
"OR_Forest_Oregon_State_University_20_05",-123.4468,44.4224
"OR_Forest_Oregon_State_University_20_06",-123.4467,44.419
"OR_Forest_Oregon_State_University_20_07",-123.4487,44.4153
"OR_Forest_Oregon_State_University_20_08",-123.4539,44.4121
"OR_Forest_Oregon_State_University_20_09",-123.462,44.409
"OR_Forest_Oregon_State_University_20_10",-123.47,44.409
"OR_Forest_Oregon_State_University_20_11",-123.4773,44.4107
"OR_Forest_Oregon_State_University_20_12",-123.4879,44.4081
"OR_Forest_Oregon_State_University_20_13",-123.4808,44.4103
"OR_Forest_Oregon_State_University_20_14",-123.4576,44.4099
"OR_Forest_Oregon_State_University_20_15",-123.4486,44.4266
"PA_Forest_Gettysburg_College_20_01",-77.21669,39.81306
"PA_Forest_Gettysburg_College_20_02",-77.21979,39.81491
"PA_Forest_Gettysburg_College_20_03",-77.21717,39.81574
"PA_Forest_Gettysburg_College_20_05",-77.21686,39.81762
"PA_Forest_Gettysburg_College_20_06",-77.22318,39.81992
"PA_Forest_Gettysburg_College_20_08",-77.21637,39.82042
"PA_Forest_Rothrock_20_01",-77.69049,40.73596
"PA_Forest_Rothrock_20_02",-77.72884,40.74647
"PA_Forest_Rothrock_20_03",-77.71646,40.69885
"PA_Forest_Rothrock_20_04",-77.70431,40.68875
"PA_Forest_Rothrock_20_05",-77.69641,40.69085
"PA_Forest_Rothrock_20_08",-77.74776,40.74635
"PA_Forest_Rothrock_20_09",-77.73717,40.7444
"PA_Forest_Rothrock_20_10",-77.74824,40.73383
"PA_Forest_Rothrock_20_11",-77.6688,40.74281
"PA_Forest_Rothrock_20_12",-77.66738,40.74721
"PA_Forest_Rothrock_20_14",-77.73434,40.75604
"PA_Forest_Rothrock_20_15",-77.69922,40.71233
"PC.Fall.16.1.USA.2020",-111.62462,40.75174
"PC.Fall.62.1.USA.2020",-111.70867,40.75486
"PC_15.Fall.USA.2020",-111.68079,40.78605
"PC_menlove.Fall.USA.2020",-111.67988,40.79345
"RB_01.USA.2020",-111.81629,40.77513
"RB_06.USA.2020",-111.78573,40.80686
"RB_09.USA.2020",-111.77295,40.79888
"RB_10.USA.2020",-111.76394,40.80299
"RB_13.USA.2020",-111.74773,40.80783
"RI_Forest_University_of_Rhode_Island_20_04",-71.52583,41.49814
"RI_Forest_University_of_Rhode_Island_20_05",-71.52773,41.49162
"RI_Forest_University_of_Rhode_Island_20_10",-71.5234,41.49564
"RI_Forest_University_of_Rhode_Island_20_13",-71.52097,41.49316
"RI_Forest_University_of_Rhode_Island_20_14",-71.52041,41.49535
"RI_Forest_University_of_Rhode_Island_20_15",-71.51975,41.49757
"SEWA_N06_SWDSS_SP20_OFF",-122.10445,47.70977
"SEWA_N07_RWPSS_SP20_0FF",-122.04111,47.7149
"VA_Forest_Caroline_County_20_01",-77.382146,38.068159
"VA_Forest_Caroline_County_20_03",-77.38559,38.06727
"VA_Forest_Caroline_County_20_05",-77.385772,38.055625
"VA_Forest_Caroline_County_20_06",-77.384521,38.053916
"VA_Forest_Caroline_County_20_07",-77.404778,38.070099
"VA_Forest_Caroline_County_20_08",-77.408938,38.070119
"VA_Forest_Richmond(rural)_20_02",-77.66458,37.58975
"VA_Forest_Richmond(rural)_20_03",-77.66994,37.58915
"VA_Forest_Richmond(rural)_20_04",-77.6686,37.5919
"VA_Forest_Richmond(rural)_20_06",-77.66373,37.58803
"VA_Forest_Richmond(rural)_20_07",-77.66428,37.58346
"VA_Forest_Richmond(rural)_20_08",-77.66763,37.59406
"VA_Forest_Richmond(rural)_20_09",-77.664,37.5862
"VA_Forest_Richmond(suburban)_20_01",-77.53919,37.57312
"VA_Forest_Richmond(suburban)_20_02",-77.53861,37.57508
"VA_Forest_Richmond(suburban)_20_06",-77.53712,37.56981
"VA_Forest_Richmond(suburban)_20_08",-77.5344,37.5789
"VA_Forest_Richmond(suburban)_20_11",-77.53604,37.58242
"VA_Forest_Richmond(suburban)_20_14",-77.54271,37.57776
"VA_Forest_SCBI_20_01",-78.14715,38.8921
"VA_Forest_SCBI_20_03",-78.1477,38.88998
"VA_Forest_SCBI_20_04",-78.15064,38.88942
"VA_Forest_SCBI_20_05",-78.151,38.89543
"VA_Forest_SCBI_20_06",-78.14481,38.89568
"VA_Forest_SCBI_20_08",-78.14943,38.89391
"VA_Forest_SCBI_20_09",-78.14939,38.89752
"VA_Forest_SCBI_20_10",-78.1425,38.89296
"VA_Forest_SCBI_20_11",-78.14258,38.88936
"VA_Forest_SCBI_20_12",-78.14378,38.89099
"VA_Forest_SCBI_20_16",-78.14745,38.89993
"VA_Forest_Shenandoah_20_03",-78.28753,38.77062
"VA_Forest_Shenandoah_20_04",-78.28643,38.76832
"VA_Forest_Shenandoah_20_05",-78.29083,38.76706
"VA_Forest_Shenandoah_20_06",-78.28968,38.75956
"VA_Forest_Shenandoah_20_07",-78.26478,38.75478
"VA_Forest_Shenandoah_20_08",-78.26879,38.75319
"VA_Forest_Shenandoah_20_09",-78.26941,38.75027
"VA_Forest_Shenandoah_20_10",-78.26864,38.7227
"VA_Forest_Shenandoah_20_11",-78.26889,38.74171
"VA_Forest_Shenandoah_20_12",-78.27199,38.74115
"VA_Forest_Shenandoah_20_13",-78.27624,38.7391
"VA_Forest_Shenandoah_20_14",-78.27632,38.74988
"VA_Forest_Shenandoah_20_15",-78.27692,38.74523
"VA_Forest_Shenandoah_20_16",-78.28637,38.74871
"VA_Forest_Shenandoah_20_17",-78.2889,38.74426
"VA_Forest_Shenandoah_20_18",-78.28482,38.74148
"WA_Forest_Lower_Elwha_20_02",-124.104,48.07076
"WA_Forest_Lower_Elwha_20_03",-124.10503,48.10678
"WA_Forest_Lower_Elwha_20_04",-124.132,48.1251
"WA_Forest_Lower_Elwha_20_06",-123.73232,48.14371
"WA_Forest_Lower_Elwha_20_08",-123.54896,48.12684
"WA_Forest_Lower_Elwha_20_09",-123.863,48.12744
"WA_Forest_Lower_Elwha_20_10",-123.11054,47.96833
"WA_Forest_Lower_Elwha_20_11",-123.65345,48.10633
"WA_Forest_Lower_Elwha_20_12",-123.89422,48.14621
"WA_Forest_Lower_Elwha_20_13",-123.621,48.09341
"WA_Forest_Lower_Elwha_20_14",-124.212,48.10664
"WA_Forest_Lower_Elwha_20_15",-123.88921,48.10829
"WA_Forest_Olympic_Peninsula_20_02",-123,48
"WA_Forest_Olympic_Peninsula_20_03",-122.87,47.95
"WA_Forest_Olympic_Peninsula_20_04",-122.68,47.89
"WA_Forest_Olympic_Peninsula_20_07",-122.81,47.91
"WA_Forest_Olympic_Peninsula_20_10",-123.03,47.99
