"Deployment_ID","X","Y"
"SEWA_N07_RWPSS_SP20_0FF",-1943545.87589696,3014671.54645468
"VA_Forest_Caroline_County_20_01",1607579.22368522,1828439.39817241
"VA_Forest_Caroline_County_20_03",1607305.05353286,1828283.40781483
"VA_Forest_Caroline_County_20_05",1607543.56143602,1827000.07368074
"VA_Forest_Caroline_County_20_06",1607687.49595546,1826833.34831023
"VA_Forest_Caroline_County_20_07",1605607.78181463,1828270.07859284
"VA_Forest_Caroline_County_20_08",1605252.74451877,1828202.00111367
"VA_Forest_Richmond(rural)_20_02",1593779.01332568,1771072.86053995
"VA_Forest_Richmond(rural)_20_03",1593331.78604357,1770916.98548612
"VA_Forest_Richmond(rural)_20_04",1593387.73446338,1771241.93719086
"VA_Forest_Richmond(rural)_20_06",1593888.94211263,1770897.92775995
"VA_Forest_Richmond(rural)_20_07",1593939.93449687,1770386.03442065
"VA_Forest_Richmond(rural)_20_08",1593424.5907708,1771495.78867715
"VA_Forest_Richmond(rural)_20_09",1593905.09045253,1770692.11186033
"VA_Forest_Richmond(suburban)_20_01",1604901.15925772,1771354.13383909
"VA_Forest_Richmond(suburban)_20_02",1604908.5418356,1771579.45900241
"VA_Forest_Richmond(suburban)_20_06",1605150.46301716,1771025.11296054
"VA_Forest_Richmond(suburban)_20_08",1605187.25014645,1772070.62537263
"VA_Forest_Richmond(suburban)_20_11",1604970.3207711,1772429.99876009
"VA_Forest_Richmond(suburban)_20_14",1604498.6404021,1771804.93341873
"VA_Forest_SCBI_20_01",1525072.65148558,1906488.49034364
"VA_Forest_SCBI_20_03",1525070.59721243,1906246.22637327
"VA_Forest_SCBI_20_04",1524834.12191985,1906137.38658559
"VA_Forest_SCBI_20_05",1524677.95360845,1906793.38879762
"VA_Forest_SCBI_20_06",1525195.23998589,1906920.24378436
"VA_Forest_SCBI_20_08",1524842.29674103,1906651.20738222
"VA_Forest_SCBI_20_09",1524770.1169104,1907049.35527819
"VA_Forest_SCBI_20_10",1525447.18374824,1906657.81763349
"VA_Forest_SCBI_20_11",1525515.80611038,1906260.13371682
"VA_Forest_SCBI_20_12",1525380.37617834,1906420.35287992
"VA_Forest_SCBI_20_16",1524883.42861919,1907345.85344744
"VA_Forest_Shenandoah_20_03",1515743.60745694,1890864.21158581
"VA_Forest_Shenandoah_20_04",1515884.42110776,1890628.42544626
"VA_Forest_Shenandoah_20_05",1515538.41427698,1890419.46649929
"VA_Forest_Shenandoah_20_06",1515791.44465137,1889611.72070763
"VA_Forest_Shenandoah_20_07",1517997.21248336,1889482.68841478
"VA_Forest_Shenandoah_20_08",1517691.03890375,1889243.51939896
"VA_Forest_Shenandoah_20_09",1517699.29732563,1888912.0079327
"VA_Forest_Shenandoah_20_10",1518337.67401229,1885887.73360158
"VA_Forest_Shenandoah_20_11",1517921.26663441,1887977.51069448
"VA_Forest_Shenandoah_20_12",1517670.60958039,1887866.3210808
"VA_Forest_Shenandoah_20_13",1517353.60697594,1887572.66582251
"VA_Forest_Shenandoah_20_14",1517122.79695458,1888758.71972054
"VA_Forest_Shenandoah_20_15",1517168.67227197,1888236.98041443
"VA_Forest_Shenandoah_20_16",1516296.82186116,1888469.45641536
"VA_Forest_Shenandoah_20_17",1516175.18522648,1887938.94774149
"VA_Forest_Shenandoah_20_18",1516578.15224256,1887697.8480536
"WA_Forest_Lower_Elwha_20_02",-2081723.3274542,3096039.42619904
"WA_Forest_Lower_Elwha_20_03",-2080640.1158517,3099860.37575766
"WA_Forest_Lower_Elwha_20_04",-2081989.0117803,3102382.64523984
"WA_Forest_Lower_Elwha_20_06",-2052670.21670946,3095651.30312986
"WA_Forest_Lower_Elwha_20_08",-2040013.54670231,3089921.73398692
"WA_Forest_Lower_Elwha_20_09",-2062582.9808232,3096763.65806898
"WA_Forest_Lower_Elwha_20_10",-2013359.53441444,3063813.08816436
"WA_Forest_Lower_Elwha_20_11",-2048180.48368861,3090003.18087618
"WA_Forest_Lower_Elwha_20_12",-2064228.80214121,3099421.92945093
"WA_Forest_Lower_Elwha_20_13",-2046253.28310125,3087939.72739351
"WA_Forest_Lower_Elwha_20_14",-2088330.16437207,3102191.92652546
"WA_Forest_Lower_Elwha_20_15",-2065077.81047496,3095312.19625801
"WA_Forest_Olympic_Peninsula_20_02",-2004393.8589258,3064828.43779964
"WA_Forest_Olympic_Peninsula_20_03",-1996540.70230039,3056797.66985209
"WA_Forest_Olympic_Peninsula_20_04",-1984631.01957652,3046460.39417554
"WA_Forest_Olympic_Peninsula_20_07",-1993429.7924417,3051300.78855992
"WA_Forest_Olympic_Peninsula_20_10",-2006870.05959097,3064403.06450811
"WA_Forest_Olympic_Peninsula_20_11",-2002844.46716895,3062078.68342705
"WA_Forest_Olympic_Peninsula_20_12",-2009656.54185149,3062920.08955084
"WA_Forest_Olympic_Peninsula_20_13",-2005599.84441729,3061504.22178144
"WA_Forest_Olympic_Peninsula_20_14",-2002016.43782499,3059539.69285621
"WA_Forest_Olympic_Peninsula_20_15",-2008107.95310291,3060168.82822266
"WI_Forest_Chequamegon-Nicolet_20_01",391578.32083803,2590589.72863763
"WI_Forest_Chequamegon-Nicolet_20_03",397373.519448713,2589069.34588174
"WI_Forest_Chequamegon-Nicolet_20_04",388625.984311982,2588169.96690757
"WI_Forest_Chequamegon-Nicolet_20_05",387666.620528411,2588206.99995215
"WI_Forest_Chequamegon-Nicolet_20_06",395019.25715669,2587245.84020546
"WI_Forest_Chequamegon-Nicolet_20_07",394474.310227338,2586587.72361876
"WI_Forest_Chequamegon-Nicolet_20_08",397047.312885352,2586019.80253199
"WI_Forest_Chequamegon-Nicolet_20_09",395451.109553545,2584909.29349736
"WI_Forest_Chequamegon-Nicolet_20_10",391517.314632843,2583467.50359914
"WV_Forest_University_Research_Forest_20_01",1374252.81437435,1967670.4434123
"WV_Forest_University_Research_Forest_20_02",1375895.30338766,1967002.27246155
"WV_Forest_University_Research_Forest_20_04",1373789.37903666,1968616.20179265
"WV_Forest_University_Research_Forest_20_05",1374630.38791984,1968381.56157941
"WV_Forest_University_Research_Forest_20_06",1374931.97553795,1968333.5708543
"WV_Forest_University_Research_Forest_20_07",1371964.06023643,1966840.17871066
"WV_Forest_University_Research_Forest_20_08",1375806.50416812,1967486.17378775
"WV_Forest_University_Research_Forest_20_09",1373226.04458509,1967486.45027559
"WV_Forest_University_Research_Forest_20_10",1372865.15875491,1967523.14467753
"WV_Forest_University_Research_Forest_20_11",1374443.73184401,1967913.7837436
"WV_Forest_University_Research_Forest_20_12",1375074.63290657,1967787.32846168
"WV_Forest_University_Research_Forest_20_13",1375339.21997203,1967773.89766288
"WV_Forest_University_Research_Forest_20_14",1372285.51011696,1967477.79499779
"WV_Forest_University_Research_Forest_20_15",1375268.50665498,1966340.15481401
"WV_Forest_University_Research_Forest_20_16",1375338.33387534,1968358.27759506
"WV_Forest_University_Research_Forest_20_17",1372555.59649548,1968558.027638
"WV_Forest_University_Research_Forest_20_18",1373555.47301724,1966712.0003204
"WV_Forest_University_Research_Forest_20_19",1373856.15814575,1966229.39932815
"WV_Forest_University_Research_Forest_20_20",1373470.33017731,1967055.5237452
"WV_Forest_University_Research_Forest_20_21",1375997.06325984,1967401.97067927
"WV_Forest_University_Research_Forest_20_24",1372140.65294359,1968293.17810177
"WV_Forest_University_Research_Forest_20_25",1375875.92068427,1967798.40038397
"WV_Forest_University_Research_Forest_20_26",1374329.58219734,1966425.95368004
"WV_Forest_University_Research_Forest_20_27",1373033.00406029,1966504.75922853
"WV_Forest_University_Research_Forest_20_29",1374148.4061529,1968025.42120739
"WV_Forest_University_Research_Forest_20_30",1375091.62729651,1966659.86976997
"WV_Forest_University_Research_Forest_20_31",1374832.27631911,1968111.65369649
"WV_Forest_University_Research_Forest_20_32",1374803.37163102,1966430.41398766
"WV_Forest_University_Research_Forest_20_33",1375283.52490807,1966847.6751959
"WV_Forest_University_Research_Forest_20_34",1374783.57168593,1968643.41743132
"WV_Forest_University_Research_Forest_20_35",1374008.61538611,1967135.89067884
"WY_Forest_Craighead_20_01",-1160865.24456781,2383337.12424073
"WY_Forest_Craighead_20_02",-1160754.46852267,2384268.4647704
"WY_Forest_Craighead_20_03",-1159887.40722876,2385309.26828762
"WY_Forest_Craighead_20_04",-1159509.90027941,2384381.91878966
"WY_Forest_Craighead_20_05",-1159796.81494273,2383308.30859409
"WY_Forest_Craighead_20_06",-1160381.3696716,2383048.18259553
"WY_Forest_Craighead_20_07",-1158523.24856023,2384298.08579495
"WY_Forest_Craighead_20_08",-1157566.2787411,2383067.4088378
"WY_Forest_Craighead_20_09",-1158328.06448564,2382552.08108113
"WY_Forest_Craighead_20_10",-1158691.75749613,2382777.26346305
"WY_Forest_Craighead_20_11",-1159492.29691029,2382380.88230891
