system:index,Deployment_ID,perc_hard_mast_1000,perc_soft_mast_1000,perc_total_forest_1000,.geo
0000000000000000000a,BAC.TRMR_Rec051_Mem036.20200831,0,21.24435292821332,0,"{""type"":""Polygon"",""coordinates"":[[[-112.72255640038064,48.09307742433446],[-112.72631954079758,48.09271920804485],[-112.72978298823516,48.09167308747754],[-112.73267095117652,48.09002237222328],[-112.7347535241307,48.08789850972975],[-112.73586499547142,48.085470606314615],[-112.73591701896079,48.08293195167699],[-112.73490560649151,48.08048462412131],[-112.73291139780517,48.07832340469682],[-112.7300932006134,48.07662028081504],[-112.72667532809515,48.07551077029846],[-112.72292974836533,48.0750831500202],[-112.71915446530828,48.075371441590995],[-112.71564984246145,48.07635270852881],[-112.71269474054526,48.07794887840828],[-112.7105243536101,48.08003294606683],[-112.70931149760882,48.08243906763202],[-112.70915283768875,48.08497574674385],[-112.71006115565832,48.08744106801253],[-112.71196428497586,48.08963876814402],[-112.71471081288021,48.09139386589472],[-112.71808210899613,48.09256660440705],[-112.72180973040012,48.09306359180039],[-112.72255640038064,48.09307742433446]]]}"
0000000000000000000b,BAC.TRMR_Rec052_Mem038.20200901,0,5.023857462007336,0,"{""type"":""Polygon"",""coordinates"":[[[-112.67700222401864,48.09758557549951],[-112.68076569439141,48.09722735920017],[-112.68422944548416,48.096181238606725],[-112.68711766158425,48.09453052331806],[-112.68920041704344,48.092406660792626],[-112.69031198572311,48.089978757358026],[-112.69036401366839,48.08744010271945],[-112.68935251245495,48.08499277518163],[-112.68735812892065,48.08283155578822],[-112.68453968471198,48.08112843194108],[-112.6811215126666,48.08001892145185],[-112.67737560471858,48.07959130118513],[-112.6735999908429,48.079879592748085],[-112.67009506087356,48.0808608596611],[-112.66713969995156,48.08245702950654],[-112.66496912273628,48.08454109713246],[-112.66375616033987,48.0869472186766],[-112.66359748640872,48.08948389778551],[-112.66450588390406,48.09194921907036],[-112.66640917998724,48.09414691923202],[-112.6691559486414,48.095902017017494],[-112.67252754032597,48.09707475555833],[-112.67625548856857,48.097571742965044],[-112.67700222401864,48.09758557549951]]]}"
0000000000000000000c,BAC.TRMR_Rec058_Mem097.20200831,0,9.621899476332578,0,"{""type"":""Polygon"",""coordinates"":[[[-112.7278270578258,48.073238883747685],[-112.73158874720511,48.07288066750083],[-112.73505085926668,48.0718345470485],[-112.73793770889891,48.0701838319455],[-112.74001947925578,48.068059969592305],[-112.74113052253162,48.0656320662628],[-112.74118252642518,48.06309341162937],[-112.7401715042236,48.06064608399516],[-112.73817806446115,48.05848486443389],[-112.73536095356891,48.05678174039982],[-112.73194439827294,48.05567222976291],[-112.7282002619395,48.05524460943383],[-112.72442643371457,48.055532901039165],[-112.72092316149201,48.05651416808611],[-112.7179691985986,48.058110338115235],[-112.71579964845316,48.06019440591731],[-112.71458726034264,48.06260052757511],[-112.71442866203857,48.065137206699696],[-112.71533663027988,48.06760252789733],[-112.71723902621656,48.0698002278961],[-112.71998449538202,48.071555325493854],[-112.72335449168395,48.072728063880724],[-112.7270806757589,48.07322505121529],[-112.7278270578258,48.073238883747685]]]}"
0000000000000000000d,BAC.TRMR_Rec063_Mem079.20200831,0,4.130667740993677,0,"{""type"":""Polygon"",""coordinates"":[[[-112.72646257290347,48.06522142005359],[-112.73022367631192,48.064863203824025],[-112.73368524911012,48.06381708341813],[-112.73657164915599,48.06216636837622],[-112.73865309540089,48.060042506079725],[-112.7397639658117,48.05761460278479],[-112.73981596179183,48.05507594815306],[-112.73880509719159,48.05262862048712],[-112.7368119679428,48.05046740087062],[-112.73399529572967,48.04876427677504],[-112.73057927236614,48.04765476608952],[-112.7268357189179,48.04722714573991],[-112.72306247819621,48.047515437359195],[-112.71955975139481,48.048496704450216],[-112.71660624847168,48.05009287453981],[-112.71443703624607,48.05217694239984],[-112.71322483708332,48.05458306409504],[-112.7130662636615,48.05711974322479],[-112.71397409067238,48.059585064393715],[-112.71587619044867,48.061782764338886],[-112.7186212320648,48.063537861874856],[-112.72199070346434,48.06471060021106],[-112.72571630710436,48.065207587521876],[-112.72646257290347,48.06522142005359]]]}"
0000000000000000000e,BAC.TRMR_Rec064_Mem061.20200831,0,2.6534862132122337,0,"{""type"":""Polygon"",""coordinates"":[[[-112.73935829315002,48.065176829043054],[-112.74311939330019,48.06481861281359],[-112.74658096309982,48.06377249240794],[-112.74946736064574,48.06212177736638],[-112.75154880508842,48.05999791507019],[-112.75265967453801,48.05757001177546],[-112.75271167047416,48.055031357143726],[-112.75170080675024,48.05258402947762],[-112.74970767922805,48.05042280986081],[-112.74689100945422,48.04871968576489],[-112.74347498904851,48.0476101750791],[-112.73973143884142,48.04718255472937],[-112.73595820138655,48.04747084634874],[-112.73245547761795,48.04845211344],[-112.7295019772525,48.05004828352992],[-112.7273327669059,48.052132351390284],[-112.72612056879379,48.054538473085685],[-112.72596199551033,48.05707515221547],[-112.7268698217359,48.059540473384246],[-112.72877191986538,48.06173817332911],[-112.73151695910414,48.06349327086475],[-112.73488642758493,48.06466600920066],[-112.73861202799743,48.06516299651135],[-112.73935829315002,48.065176829043054]]]}"
0000000000000000000f,C06,40.62477871488788,0.6177348603714237,0,"{""type"":""Polygon"",""coordinates"":[[[-71.52658947138815,41.50521490527668],[-71.52994573403379,41.50485670163206],[-71.53303473405566,41.50381061505196],[-71.53561051544288,41.50215994451692],[-71.53746802924796,41.50003612351558],[-71.53845946070012,41.49760824541603],[-71.5385059817217,41.495069592018936],[-71.53760399758475,41.492622241244625],[-71.53582539924012,41.49046098138984],[-71.53331181178487,41.48875781248196],[-71.53026330593514,41.487648266390785],[-71.52692247579262,41.487220631086885],[-71.52355514924703,41.48750893286795],[-71.5204292599498,41.48849023206708],[-71.5177935527136,41.490086446195164],[-71.51585780712763,41.49217055628523],[-71.51477614619667,41.49457670522513],[-71.51463475641657,41.497113388110826],[-71.51544500041788,41.49957868837189],[-71.51714247879856,41.5017763492679],[-71.5195921263397,41.503531401799975],[-71.52259894630814,41.504704103225095],[-71.52592353367876,41.50520107324043],[-71.52658947138815,41.50521490527668]]]}"
00000000000000000010,C12,43.858365671385016,0.1847026378071813,0,"{""type"":""Polygon"",""coordinates"":[[[-71.52239345729686,41.50058189928216],[-71.52574947982276,41.500223695645474],[-71.52883825886285,41.499177609086736],[-71.53141385601313,41.49752693857982],[-71.53327123699538,41.495403117604546],[-71.53426259760131,41.49297523952092],[-71.53430911537153,41.49043658612461],[-71.53340719581153,41.48798923533569],[-71.53162872471003,41.4858279754555],[-71.52911531702412,41.48412480651931],[-71.52606702916283,41.48301526040577],[-71.52272643789169,41.482587625092435],[-71.51935935211023,41.48287592687992],[-71.51623368632976,41.48385722609932],[-71.51359816758882,41.48545344025522],[-71.51166256047776,41.487537550371954],[-71.51058097696988,41.489943699329075],[-71.51043959737797,41.49248038221713],[-71.51124978349624,41.49494568246499],[-71.51294714050768,41.49714334333634],[-71.51539661284164,41.498898395839994],[-71.51840321771259,41.5000710972418],[-71.52172756723175,41.500568067246206],[-71.52239345729686,41.50058189928216]]]}"
00000000000000000011,CA_Forest_Pepperwood_Preserve_20_01,37.188791254772745,40.11601678958105,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72399900798389,38.61429942850876],[-122.7272158040485,38.613941229615904],[-122.73017645307667,38.61289515580771],[-122.73264522545743,38.61124450207782],[-122.7344255924186,38.609120696669336],[-122.73537587423111,38.60669282808401],[-122.73542050620385,38.60415417515394],[-122.73455602936114,38.601706815654666],[-122.73285133652706,38.59954554060628],[-122.73044216335654,38.59784235477719],[-122.72752027065293,38.596732795316555],[-122.7243181831446,38.59630515436574],[-122.72109069859137,38.59659345998402],[-122.71809463345784,38.59757477130745],[-122.71556840880172,38.59917100206464],[-122.71371309246295,38.60125512810047],[-122.71267640020037,38.60366128732726],[-122.7125409273654,38.60619797163036],[-122.71331755103014,38.60866326399606],[-122.71494453501663,38.61086091014717],[-122.7172924181648,38.61261594568637],[-122.72017430483184,38.61378863317461],[-122.72336074306864,38.61428559665958],[-122.72399900798389,38.61429942850876]]]}"
00000000000000000012,CA_Forest_Pepperwood_Preserve_20_02_reupload,47.21133932532834,31.588411713707437,0,"{""type"":""Polygon"",""coordinates"":[[[-122.7125034454681,38.614098768961355],[-122.71572023253493,38.61374057006881],[-122.71868087328242,38.612694496261476],[-122.72114963875941,38.611043842532695],[-122.72293000074336,38.60892003712526],[-122.72388027990105,38.606492168540555],[-122.7239249117519,38.60395351561052],[-122.72306043732898,38.601506156110666],[-122.72135574926295,38.59934488106126],[-122.71894658282882,38.59764169523106],[-122.71602469829378,38.59653213576952],[-122.71282261973658,38.596104494818334],[-122.70959514420547,38.596392800436874],[-122.70659908744769,38.59737411176112],[-122.70407286985494,38.59897034251941],[-122.70221755870513,38.601054468556306],[-122.70118086934369,38.603460627783775],[-122.70104539689046,38.60599731208697],[-122.70182201838611,38.608462604452136],[-122.70344899782458,38.610660250602265],[-122.7057968744073,38.61241528614033],[-122.7086787530142,38.613587973627645],[-122.71186518233817,38.61408493711219],[-122.7125034454681,38.614098768961355]]]}"
00000000000000000013,CA_Forest_Pepperwood_Preserve_20_03,34.04724691734623,52.7043388293306,0,"{""type"":""Polygon"",""coordinates"":[[[-122.73520026983014,38.60559972235349],[-122.73841667587315,38.60524152347433],[-122.74137696596438,38.604195449703006],[-122.74384543909107,38.60254479602158],[-122.74562559030792,38.6004209906581],[-122.74657575704286,38.59799312210021],[-122.7466203837314,38.5954544691715],[-122.74575601177791,38.59300710964705],[-122.74405152562242,38.590845834554834],[-122.74164264445007,38.58914264867692],[-122.7387211058253,38.5880330891777],[-122.73551940631677,38.587605448210596],[-122.73229231283779,38.58789375383996],[-122.72929661076292,38.58887506519838],[-122.72677069227882,38.59047129600353],[-122.72491560086264,38.592555422085375],[-122.7238790343553,38.594961581341835],[-122.72374357806585,38.59749826564902],[-122.72452010770894,38.59996355799195],[-122.72614689455474,38.60216120410051],[-122.7284944931154,38.603916239590696],[-122.73137603040313,38.60508892703871],[-122.7345620823025,38.60558589050484],[-122.73520026983014,38.60559972235349]]]}"
00000000000000000014,CA_Forest_Pepperwood_Preserve_20_04,45.82707742849288,34.405528372837225,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72450288640292,38.60519840325868],[-122.72771927445822,38.60484020438016],[-122.73067954799538,38.603794130610524],[-122.73314800732055,38.60214347693134],[-122.73492814858731,38.60001967156994],[-122.73587831001491,38.59759180301332],[-122.73592293645973,38.59505315008466],[-122.73505856934372,38.592605790559055],[-122.73335409272018,38.59044451546481],[-122.73094522501472,38.58874132958466],[-122.72802370271997,38.58763177008366],[-122.7248220211059,38.587204129115804],[-122.72159494566317,38.58749243474567],[-122.71859926033245,38.58847374610569],[-122.71607335596894,38.590069976913064],[-122.71421827492614,38.592154102997036],[-122.7131817142186,38.594560262254866],[-122.71304625869226,38.59709694656224],[-122.71382278399905,38.59956223890411],[-122.71544956175279,38.60175988501072],[-122.71779714718835,38.60351492049863],[-122.72067866836277,38.60468760794481],[-122.72386470244439,38.60518457141007],[-122.72450288640292,38.60519840325868]]]}"
00000000000000000015,CA_Forest_Pepperwood_Preserve_20_06,69.37110066172615,6.675516466151192,0,"{""type"":""Polygon"",""coordinates"":[[[-122.71290030546186,38.60519840325868],[-122.71611669351717,38.60484020438016],[-122.71907696705433,38.603794130610524],[-122.72154542637949,38.602143476931346],[-122.72332556764626,38.60001967156994],[-122.72427572907385,38.59759180301332],[-122.72432035551867,38.59505315008467],[-122.72345598840266,38.592605790559055],[-122.72175151177912,38.59044451546482],[-122.71934264407366,38.58874132958466],[-122.71642112177891,38.58763177008366],[-122.71321944016483,38.587204129115804],[-122.70999236472211,38.58749243474567],[-122.7069966793914,38.5884737461057],[-122.70447077502789,38.59006997691307],[-122.70261569398511,38.59215410299704],[-122.70157913327756,38.594560262254866],[-122.7014436777512,38.59709694656224],[-122.70222020305799,38.59956223890411],[-122.70384698081173,38.60175988501072],[-122.70619456624729,38.60351492049863],[-122.7090760874217,38.604687607944804],[-122.71226212150333,38.60518457141007],[-122.71290030546186,38.60519840325868]]]}"
00000000000000000016,CA_Forest_Pepperwood_Preserve_20_07,65.61862737038614,12.19461099281094,0,"{""type"":""Polygon"",""coordinates"":[[[-122.70130218362185,38.605100303035506],[-122.70451856728023,38.60474210415715],[-122.70747883677086,38.60369603038792],[-122.70994729272235,38.60204537670929],[-122.71172743155694,38.59992157134839],[-122.71267759168721,38.59749370279208],[-122.71272221807244,38.594955049863444],[-122.71185785213888,38.592507690337555],[-122.71015337784536,38.59034641524282],[-122.70774451343179,38.5886432293621],[-122.70482299512875,38.58753366986067],[-122.70162131788884,38.587106028892634],[-122.69839424685492,38.587394334522614],[-122.6953985656172,38.58837564588304],[-122.6928726647053,38.58997187669096],[-122.69101758619819,38.592056002775436],[-122.68998102690836,38.594462162033615],[-122.68984557156855,38.59699884634103],[-122.69062209581537,38.59946413868264],[-122.69224887134664,38.60166178478877],[-122.6945964535739,38.603416820276124],[-122.69747797080953,38.604589507721855],[-122.70066400053574,38.605086471186894],[-122.70130218362185,38.605100303035506]]]}"
00000000000000000017,CA_Forest_Pepperwood_Preserve_20_08,57.44286122323597,20.722203958891345,0,"{""type"":""Polygon"",""coordinates"":[[[-122.7235486387775,38.59660571552868],[-122.72676464178228,38.5962475166637],[-122.72972456095738,38.59520144293045],[-122.73219272484268,38.59355078929916],[-122.73397265311492,38.59142698398217],[-122.73492270093173,38.58899911545265],[-122.73496732215968,38.58646046252533],[-122.7341030585959,38.584013102974865],[-122.73239878601676,38.58185182783735],[-122.7299902065878,38.58014864190897],[-122.7270690338589,38.57903908236988],[-122.72386773529931,38.57861144138594],[-122.72064104594631,38.57889974702673],[-122.71764571904686,38.579881058421314],[-122.71512011695299,38.58147728927606],[-122.713265257966,38.583561415405455],[-122.71222882141087,38.585967574692596],[-122.71209338221915,38.588504259004],[-122.71286981470264,38.59096955132338],[-122.7144963978284,38.59316719738797],[-122.71684370230373,38.59492223282747],[-122.71972487855184,38.596094920233945],[-122.72291053122022,38.5965918836806],[-122.7235486387775,38.59660571552868]]]}"
00000000000000000018,CA_Forest_Pepperwood_Preserve_20_09,70.27259043994997,1.5970339866555459,0,"{""type"":""Polygon"",""coordinates"":[[[-122.70147162946189,38.59615088722124],[-122.70468761208974,38.59579268835698],[-122.70764751251197,38.59474661462565],[-122.71011566076255,38.593095960996884],[-122.71189557776312,38.59097215568225],[-122.71284561956763,38.58854428715418],[-122.71289024051947,38.58600563422692],[-122.71202598243573,38.58355827467515],[-122.71032172065463,38.58139699953533],[-122.7079131564813,38.5796938136044],[-122.70499200225144,38.578584254063294],[-122.70179072396316,38.578156613078505],[-122.6985640550421,38.578444918719875],[-122.69556874711085,38.579426230116276],[-122.69304316101311,38.581022460973536],[-122.69118831377736,38.583106587105334],[-122.6901518837924,38.58551274639402],[-122.69001644546509,38.58804943070565],[-122.69079287303633,38.59051472302383],[-122.69241944586237,38.59271236908621],[-122.69476673546927,38.594467404523144],[-122.69764789346385,38.595640091927514],[-122.70083352594779,38.59613705537319],[-122.70147162946189,38.59615088722124]]]}"
00000000000000000019,CA_Forest_Pepperwood_Preserve_20_10,61.93783933070177,15.879935872391442,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72415061741971,38.578127200763205],[-122.72736579293316,38.57776900192733],[-122.73032495056793,38.576722928272304],[-122.7327924795393,38.57507227474392],[-122.7345719500765,38.57294846952244],[-122.73552175373841,38.57052060105119],[-122.73556636375503,38.56798194812673],[-122.73470232272993,38.56553458852283],[-122.73299848865146,38.56337331329225],[-122.73059052874198,38.56167012726024],[-122.72767010724621,38.56056056763928],[-122.72446963188844,38.560132926620746],[-122.72124377226012,38.560421232285044],[-122.71824921564593,38.56140254375388],[-122.71572426314351,38.562998774710465],[-122.71386988136472,38.56508290093752],[-122.71283371161884,38.56748906028766],[-122.71269830753091,38.570025744607754],[-122.71347454053283,38.57249103687877],[-122.71510070539406,38.57468868285306],[-122.71744740607289,38.57644371818849],[-122.72032784105852,38.57761640550961],[-122.72351267405224,38.57811336891628],[-122.72415061741971,38.578127200763205]]]}"
0000000000000000001a,CA_Forest_Pepperwood_Preserve_20_11,63.452176681693174,8.501282943407858,0,"{""type"":""Polygon"",""coordinates"":[[[-122.68959704335657,38.59610183710964],[-122.69281302378694,38.59574363824546],[-122.69577292218685,38.59469756451435],[-122.69824106875134,38.593046910885846],[-122.70002098453635,38.59092310557147],[-122.70097102569247,38.58849523704355],[-122.70101564661458,38.5859565841163],[-122.7001513891218,38.58350922456438],[-122.69844712850514,38.58134794942432],[-122.69603856597702,38.57964476349312],[-122.69311741374213,38.5785352039518],[-122.68991613763993,38.57810756296691],[-122.68668947092227,38.57839586860835],[-122.6836941650366,38.57937718000495],[-122.68116858066394,38.58097341086248],[-122.67931373469544,38.58305753699454],[-122.67827730541903,38.5854636962834],[-122.6781418671849,38.58800038059504],[-122.67891829422645,38.5904656729131],[-122.68054486594173,38.592663318975234],[-122.68289215394519,38.59441835441189],[-122.68577330997127,38.595591041816036],[-122.68895894027848,38.59608800526159],[-122.68959704335657,38.59610183710964]]]}"
