system:index,Deployment_ID,perc_hard_mast_200,perc_soft_mast_200,perc_total_forest_200,.geo
0000000000000000000d,BAC.TRMR_Rec063_Mem079.20200831,0,3.177570093457944,0,"{""type"":""Polygon"",""coordinates"":[[[-112.72646257290347,48.05802232729241],[-112.72721469258609,48.05795069386527],[-112.72790693767318,48.05774149617519],[-112.72848420141868,48.05741138789189],[-112.7289005326829,48.05698664765269],[-112.72912279393813,48.05650108665323],[-112.72913329825398,48.05599335669185],[-112.728931215596,48.05550387312992],[-112.72853263699005,48.055071597811526],[-112.72796929203959,48.054730938027525],[-112.72728602239242,48.054509008264645],[-112.72653721253619,48.054423472526324],[-112.7257824619714,48.05448113877914],[-112.7250818428899,48.05467741725022],[-112.72449112028576,48.05499668562939],[-112.72405731439893,48.05541353215073],[-112.72381495830341,48.05589477774598],[-112.7237833484115,48.05640211650081],[-112.72396500696088,48.0568951644202],[-112.72434547934377,48.05733467394131],[-112.72489448300455,48.057685658335494],[-112.72556831698037,48.05792017720442],[-112.72631334058231,48.058019561172635],[-112.72646257290347,48.05802232729241]]]}"
0000000000000000000e,BAC.TRMR_Rec064_Mem061.20200831,0,4.744512349473837,0,"{""type"":""Polygon"",""coordinates"":[[[-112.73935829315003,48.05797773628188],[-112.74011041218124,48.05790610285474],[-112.74080265666878,48.057696905164676],[-112.74137991991434,48.0573667968814],[-112.74179625081801,48.05694205664221],[-112.7420185118808,48.05645649564274],[-112.74202901618759,48.055948765681364],[-112.74182693370467,48.055459282119436],[-112.74142835544392,48.055027006801026],[-112.74086501098132,48.05468634701701],[-112.74018174192588,48.05446441725412],[-112.7394329327181,48.05437888151579],[-112.73867818280695,48.0544365477686],[-112.7379775643322,48.05463282623969],[-112.73738684223964,48.05495209461888],[-112.73695303672852,48.05536894114024],[-112.7367106808429,48.0558501867355],[-112.73667907097844,48.056357525490334],[-112.73686072937052,48.056850573409704],[-112.73724120142391,48.05729008293081],[-112.73779020460923,48.05764106732498],[-112.73846403800145,48.05787558619389],[-112.73920906095813,48.0579749701621],[-112.73935829315003,48.05797773628188]]]}"
0000000000000000000f,C06,9.506296339884667,0,0,"{""type"":""Polygon"",""coordinates"":[[[-71.52658947138815,41.498015812515504],[-71.52726065227117,41.49794417959164],[-71.52787840299267,41.497734983254325],[-71.52839354773135,41.497404876751084],[-71.5287650802952,41.49698013816374],[-71.52896342842364,41.4964945781724],[-71.52897280719908,41.495986848260856],[-71.5287924744047,41.49549736377494],[-71.52843678825266,41.49506508684708],[-71.52793406330902,41.4947244252704],[-71.52732431604642,41.49450249409101],[-71.5266560796681,41.49441695775437],[-71.52598254170074,41.494474624413755],[-71.5253573115434,41.49467090416942],[-71.52483015447696,41.49499017431037],[-71.52444303129637,41.49540702252091],[-71.52422675851463,41.49588826920564],[-71.52419855489791,41.49639560811026],[-71.52436066977445,41.49688865519297],[-71.52470020263986,41.497328163152034],[-71.52519012883886,41.497679145746226],[-71.52579145005333,41.49791366313898],[-71.52645629862864,41.49801304641554],[-71.52658947138815,41.498015812515504]]]}"
00000000000000000010,C12,60.72138068040724,0,0,"{""type"":""Polygon"",""coordinates"":[[[-71.52239345729686,41.493382806520984],[-71.52306459017272,41.49331117359743],[-71.52368229670942,41.49310197726096],[-71.52419740460343,41.49277187075886],[-71.5245689105957,41.492347132172554],[-71.52476724454041,41.49186157218186],[-71.52477662264809,41.491353842270335],[-71.52459630275408,41.490864357783835],[-71.52424064204283,41.49043208085495],[-71.52373795305479,41.49009141927714],[-71.5231282494007,41.48986948809686],[-71.52246006081313,41.48978395175985],[-71.52178657101565,41.48984161841948],[-71.52116138557392,41.49003789817596],[-71.52063426621018,41.49035716831802],[-71.5202471707185,41.490774016529635],[-71.52003091340744,41.49125526321505],[-71.52000271181093,41.49176260211976],[-71.5201648150954,41.49225564920195],[-71.52050432367822,41.492695157160014],[-71.52099421483655,41.49304613975308],[-71.52159549304157,41.4932806571449],[-71.52226029406275,41.49338004042102],[-71.52239345729686,41.493382806520984]]]}"
00000000000000000011,CA_Forest_Pepperwood_Preserve_20_01,22.590083770892615,50.87979478135394,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72399900798389,38.60710033574759],[-122.72464230521636,38.607028703013754],[-122.72523439238756,38.606819507187225],[-122.7257281368811,38.60648940135613],[-122.726084236055,38.60606466339251],[-122.7262743459129,38.60557910378184],[-122.72628333681874,38.60507137388911],[-122.72611049684558,38.60458188905431],[-122.72576958727488,38.60414961151873],[-122.72528774619404,38.60380894926514],[-122.72470332777863,38.603587017550886],[-122.72406284941701,38.60350148098832],[-122.72341728964935,38.60355914780122],[-122.72281803137967,38.60375542804195],[-122.7223127729367,38.60407469884813],[-122.7219417321074,38.60449154769649],[-122.72173444504615,38.60497279479261],[-122.72170741479003,38.605480133753794],[-122.72186279668499,38.605973180520564],[-122.72218822565394,38.606412687889794],[-122.7226577994202,38.60676366980434],[-122.7232341397454,38.6069981866397],[-122.72387136778893,38.607097569655096],[-122.72399900798389,38.60710033574759]]]}"
00000000000000000012,CA_Forest_Pepperwood_Preserve_20_02_reupload,62.02683538780407,2.252645358350605,0,"{""type"":""Polygon"",""coordinates"":[[[-122.7125034454681,38.60689967620017],[-122.71314674090164,38.60682804346636],[-122.71373882641713,38.606618847639865],[-122.71423256953001,38.60628874180881],[-122.71458866770821,38.605864003845234],[-122.71477877703461,38.605378444234596],[-122.71478776791544,38.604870714341864],[-122.71461492842566,38.60438122950703],[-122.7142740198083,38.603948951971404],[-122.71379218007479,38.60360828971778],[-122.7132077632935,38.60338635800349],[-122.7125672867227,38.60330082144092],[-122.71192172876007,38.60335848825383],[-122.71132247216603,38.603554768494575],[-122.71081721513588,38.603874039300806],[-122.71044617534412,38.604290888149215],[-122.71023888886256,38.604772135245355],[-122.71021185868217,38.60527947420655],[-122.71036724014274,38.605772520973304],[-122.71069266820179,38.60621202834249],[-122.71116224065499,38.606563010256984],[-122.71173857936851,38.60679752709231],[-122.7123758056301,38.60689691010769],[-122.7125034454681,38.60689967620017]]]}"
00000000000000000013,CA_Forest_Pepperwood_Preserve_20_03,26.745468873128438,68.12608353033883,0,"{""type"":""Polygon"",""coordinates"":[[[-122.73520026983014,38.59840062959231],[-122.73584348908511,38.59832899685903],[-122.73643550448737,38.59811980103397],[-122.73692918913443,38.59778969520482],[-122.73728524514827,38.597364957242995],[-122.73747533196753,38.59687939763342],[-122.73748432178866,38.59637166774075],[-122.73731150276934,38.59588218290494],[-122.73697063452182,38.595449905367595],[-122.7364888518434,38.59510924311207],[-122.735904504261,38.59488731139626],[-122.73526410352565,38.59480177483305],[-122.73461862200006,38.5948594416464],[-122.73401943636168,38.59505572188852],[-122.73351423915896,38.59537499269662],[-122.73314324330445,38.59579184154683],[-122.73293598137204,38.59627308864413],[-122.7329089543972,38.596780427605474],[-122.73306431746312,38.59727347437134],[-122.73338970699002,38.597712981738866],[-122.73385922384003,38.59806396365145],[-122.73443549430533,38.598298480485205],[-122.73507264510718,38.59839786349984],[-122.73520026983014,38.59840062959231]]]}"
00000000000000000014,CA_Forest_Pepperwood_Preserve_20_04,14.700861185932698,53.184870442733036,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72450288640292,38.59799931049751],[-122.7251461020616,38.59792767776425],[-122.72573811415387,38.59771848193926],[-122.7262317960408,38.59738837611019],[-122.72658785006415,38.59696363814845],[-122.72677793582086,38.59647807853894],[-122.72678692559195,38.59597034864626],[-122.72661410753902,38.5954808638104],[-122.72627324119733,38.59504858627299],[-122.72579146121244,38.59470792401736],[-122.72520711689684,38.594485992301486],[-122.72456671974157,38.59440045573825],[-122.72392124182446,38.594458122551615],[-122.72332205953585,38.5946544027938],[-122.72281686515753,38.594973673601984],[-122.72244587137723,38.59539052245228],[-122.72223861060375,38.595871769549646],[-122.72221158378024,38.596379108510995],[-122.72236694597777,38.59687215527682],[-122.72269233368559,38.597311662644266],[-122.72316184791065,38.59766264455675],[-122.72373811515403,38.597897161390435],[-122.72437526239355,38.59799654440504],[-122.72450288640292,38.59799931049751]]]}"
00000000000000000015,CA_Forest_Pepperwood_Preserve_20_06,83.24416505049155,0,0,"{""type"":""Polygon"",""coordinates"":[[[-122.71290030546186,38.59799931049751],[-122.71354352112054,38.59792767776425],[-122.71413553321281,38.59771848193926],[-122.71462921509975,38.59738837611019],[-122.71498526912309,38.59696363814845],[-122.7151753548798,38.59647807853894],[-122.71518434465088,38.59597034864627],[-122.71501152659796,38.5954808638104],[-122.71467066025627,38.59504858627299],[-122.71418888027138,38.59470792401736],[-122.71360453595578,38.594485992301486],[-122.71296413880052,38.59440045573825],[-122.7123186608834,38.594458122551615],[-122.71171947859479,38.5946544027938],[-122.71121428421644,38.594973673601984],[-122.71084329043617,38.59539052245228],[-122.7106360296627,38.595871769549646],[-122.71060900283918,38.596379108510995],[-122.71076436503671,38.59687215527682],[-122.71108975274453,38.597311662644266],[-122.71155926696959,38.59766264455675],[-122.71213553421298,38.59789716139043],[-122.71277268145246,38.597996544405035],[-122.71290030546186,38.59799931049751]]]}"
00000000000000000016,CA_Forest_Pepperwood_Preserve_20_07,64.61573062588356,18.246369361264616,0,"{""type"":""Polygon"",""coordinates"":[[[-122.70130218362188,38.59790121027433],[-122.70194539840145,38.59782957754108],[-122.70253740968464,38.59762038171611],[-122.7030310908969,38.597290275887055],[-122.70338714443365,38.59686553792534],[-122.70357722993064,38.59637997831583],[-122.7035862196895,38.59587224842317],[-122.7034134018728,38.59538276358729],[-122.70307253599698,38.594950486049854],[-122.70259075667046,38.59460982379421],[-122.70200641315338,38.594387892078316],[-122.70136601687328,38.594302355515076],[-122.70072053983824,38.59436002232844],[-122.70012135836843,38.59455630257065],[-122.69961616468048,38.59487557337885],[-122.69924517140726,38.595292422229164],[-122.69903791091706,38.59577366932654],[-122.69901088413054,38.5962810082879],[-122.69916624611578,38.59677405505371],[-122.69949163337897,38.59721356242113],[-122.69996114696237,38.59756454433359],[-122.70053741341817,38.597799061167265],[-122.70117455978689,38.59789844418186],[-122.70130218362188,38.59790121027433]]]}"
00000000000000000017,CA_Forest_Pepperwood_Preserve_20_08,66.10525692635566,3.578617096850581,0,"{""type"":""Polygon"",""coordinates"":[[[-122.7235486387775,38.58940662276751],[-122.72419177745253,38.58933499003479],[-122.72478371869062,38.58912579421126],[-122.72527734149384,38.58879568838411],[-122.72563335290725,38.58837095042415],[-122.72582341591897,38.58788539081572],[-122.72583240461913,38.5873776609231],[-122.72565960725301,38.58688817608625],[-122.72531878170781,38.586455898547094],[-122.72483705938095,38.58611523628954],[-122.72425278499554,38.58589330457214],[-122.7236124644772,38.585807768008266],[-122.72296706380486,38.58586543482206],[-122.7223679532218,38.58606171506563],[-122.72186281930318,38.586380985875714],[-122.72149186992446,38.58679783472782],[-122.72128463395953,38.58727908182635],[-122.7212576103755,38.58778642078787],[-122.72141295398393,38.58827946755279],[-122.72173830275244,38.58871897491856],[-122.72220776078667,38.58906995682911],[-122.7227839590606,38.58930447366121],[-122.7234210300429,38.58940385667507],[-122.7235486387775,38.58940662276751]]]}"
00000000000000000018,CA_Forest_Pepperwood_Preserve_20_09,51.44814172762251,0,0,"{""type"":""Polygon"",""coordinates"":[[[-122.70147162946189,38.588951794460066],[-122.70211476406294,38.58888016172737],[-122.70270670155139,38.588670965903916],[-122.70320032122791,38.58834086007687],[-122.70355633038642,38.587916122117],[-122.70374639219446,38.58743056250863],[-122.70375538083795,38.586922832616004],[-122.70358258456658,38.586433347779106],[-122.70324176118034,38.58600107023987],[-122.70276004190475,38.585660407982196],[-122.70217577122006,38.58543847626473],[-122.70153545475732,38.58535293970081],[-122.70089005817282,38.585410606514635],[-122.70029095138442,38.58560688675828],[-122.69978582066534,38.58592615756846],[-122.69941487363636,38.586343006420655],[-122.69920763898428,38.58682425351926],[-122.69918061557169,38.58733159248079],[-122.69933595819639,38.58782463924567],[-122.69966130490421,38.58826414661134],[-122.70013075996482,38.58861512852179],[-122.70070695458888,38.5888496453538],[-122.70134402153563,38.588949028367615],[-122.70147162946189,38.588951794460066]]]}"
00000000000000000019,CA_Forest_Pepperwood_Preserve_20_10,79.86777496068552,5.773612760358163,0,"{""type"":""Polygon"",""coordinates"":[[[-122.72415061741971,38.57092810800203],[-122.72479359065335,38.57085647527048],[-122.72538537962248,38.57064727945008],[-122.72587887545208,38.57031717362704],[-122.72623479529481,38.5698924356709],[-122.72642480942646,38.569406876064804],[-122.72643379582517,38.568899146172306],[-122.72626104291597,38.568409661333305],[-122.7259203050443,38.567977383790435],[-122.72543870662727,38.567636721528736],[-122.72485458252505,38.56741478980806],[-122.7242144267029,38.567329253242804],[-122.72356919203318,38.56738692005754],[-122.72297023554871,38.56758320030408],[-122.72246523156076,38.56790247111824],[-122.72209437760313,38.56831931997424],[-122.72188719495287,38.5688005670753],[-122.7218601783306,38.56930790603717],[-122.72201548199024,38.56980095280015],[-122.72234074707633,38.57024046016231],[-122.72281008435387,38.57059144206869],[-122.72338613440928,38.57082595889737],[-122.72402304151133,38.570925341909636],[-122.72415061741971,38.57092810800203]]]}"
0000000000000000001a,CA_Forest_Pepperwood_Preserve_20_11,61.20656900409508,2.6850170979862376,0,"{""type"":""Polygon"",""coordinates"":[[[-122.68959704335657,38.58890274434848],[-122.69024017751829,38.58883111161578],[-122.69083211460239,38.58862191579234],[-122.6913257339417,38.5882918099653],[-122.69168174285703,38.587867072005444],[-122.69187180453524,38.58738151239708],[-122.69188079317263,38.58687378250446],[-122.69170799701932,38.58638429766755],[-122.6913671738659,38.585952020128296],[-122.69088545491938,38.58561135787062],[-122.6903011846338,38.58538942615314],[-122.68966086860843,38.58530388958923],[-122.68901547246473,38.58536155640304],[-122.68841636608556,38.58555783664669],[-122.68791123571151,38.585877107456895],[-122.68754028893593,38.5862939563091],[-122.68733305442547,38.58677520340771],[-122.68730603103134,38.58728254236924],[-122.68746137354995,38.587775589134104],[-122.68778672003555,38.588215096499766],[-122.68825617477547,38.58856607841021],[-122.68883236900594,38.58880059524221],[-122.6894694355175,38.58889997825603],[-122.68959704335657,38.58890274434848]]]}"
