"","Deployment_ID","prism_ppt_us_30s_202008","prism_ppt_us_30s_202009","prism_ppt_us_30s_202010","prism_ppt_us_30s_202011","prism_ppt_us_30s_202012","prism_tmean_us_30s_202008","prism_tmean_us_30s_202009","prism_tmean_us_30s_202010","prism_tmean_us_30s_202011","prism_tmean_us_30s_202012","x","y"
"69","FL_Forest_Melrose_20_02",213.698013305664,130.473236083984,94.7172393798828,83.6447982788086,45.7135887145996,28.0480842590332,26.450984954834,23.9611873626709,20.2692127227783,11.7362298965454,1350306.5632603,836243.647532919
"70","FL_Forest_Melrose_20_03",213.698013305664,130.473236083984,94.7172393798828,83.6447982788086,45.7135887145996,28.0480842590332,26.450984954834,23.9611873626709,20.2692127227783,11.7362298965454,1350314.67961535,835780.707697601
"71","FL_Forest_Melrose_20_04",208.37858581543,151.303131103516,91.0771484375,84.6238250732422,45.2743492126465,28.1102695465088,26.5112800598145,24.0254993438721,20.3427925109863,11.8184671401978,1352390.62179885,836782.102658212
"72","FL_Forest_Melrose_20_05",212.828857421875,130.910522460938,94.5542297363281,83.1298141479492,46.0114631652832,28.0827217102051,26.4753723144531,23.9823436737061,20.2888336181641,11.745192527771,1350650.89776164,836637.858319711
"73","FL_Forest_Melrose_20_06",213.872360229492,143.436264038086,90.5152893066406,85.4840316772461,45.2081642150879,28.0937118530273,26.4886245727539,24.0200614929199,20.3130683898926,11.8173923492432,1352153.94245567,835486.725648773
"74","FL_Forest_Melrose_20_08",211.324295043945,150.788513183594,90.4266662597656,85.1352691650391,45.1681022644043,28.0954437255859,26.4948806762695,24.0116863250732,20.3280353546143,11.8108072280884,1352423.63754894,836106.466222206
"75","FL_Forest_Melrose_20_09",208.37858581543,151.303131103516,91.0771484375,84.6238250732422,45.2743492126465,28.1102695465088,26.5112800598145,24.0254993438721,20.3427925109863,11.8184671401978,1352458.48851565,836424.453834106
"76","FL_Forest_Melrose_20_11",213.698013305664,130.473236083984,94.7172393798828,83.6447982788086,45.7135887145996,28.0480842590332,26.450984954834,23.9611873626709,20.2692127227783,11.7362298965454,1350626.34500239,835809.056845255
"77","FL_Forest_Melrose_20_13",206.713821411133,151.941528320312,91.675651550293,84.5224914550781,45.4714508056641,28.1215171813965,26.5267009735107,24.0376987457275,20.356128692627,11.8236207962036,1352282.8709034,837092.338291674
"78","FL_Forest_Melrose_20_14",212.828857421875,130.910522460938,94.5542297363281,83.1298141479492,46.0114631652832,28.0827217102051,26.4753723144531,23.9823436737061,20.2888336181641,11.745192527771,1350473.46188534,836443.331320653
"79","FL_Forest_Melrose_20_15",211.741943359375,136.222183227539,92.90625,83.881103515625,45.5511322021484,28.0799617767334,26.4830093383789,24.002082824707,20.3048248291016,11.7809648513794,1350924.66531301,835716.594714548
"80","LC_03.Fall.USA.2020",0,6.7413330078125,11.3169860839844,53.9826393127441,40.9971351623535,21.8765392303467,14.8520946502686,8.95721817016602,1.94409275054932,-2.47734546661377,-1316419.25727431,2060209.10224369
"81","Lake Blanche.USA.2020",0.107949778437614,10.9256629943848,16.0860137939453,93.4951171875,63.740909576416,19.8104286193848,13.1910200119019,7.54074382781982,0.750625371932983,-3.26638770103455,-1310664.07904357,2063555.46313272
"82","Little Cottonwood.Dpat.USA.2020",0,12.2982940673828,17.2273540496826,103.138824462891,67.2659072875977,19.8007507324219,13.1285514831543,7.51905012130737,0.604473769664764,-3.41329550743103,-1311870.52063408,2059773.09389584
"83","MA_Forest_Grafton_20_01",109.805488586426,51.6904220581055,133.969680786133,84.5442962646484,211.046798706055,22.7936725616455,17.1424503326416,11.3744316101074,6.62740707397461,0.362261205911636,1970936.9669135,2388714.69780077
"84","MA_Forest_Grafton_20_03",109.805488586426,51.6904220581055,133.969680786133,84.5442962646484,211.046798706055,22.7936725616455,17.1424503326416,11.3744316101074,6.62740707397461,0.362261205911636,1970828.2089533,2388456.24685626
"85","MA_Forest_Grafton_20_04",109.617401123047,51.4956703186035,133.30729675293,85.0969161987305,211.872344970703,22.7633190155029,17.1493968963623,11.3550567626953,6.62116813659668,0.355152577161789,1970916.03172813,2388094.28606976
"86","MA_Forest_Grafton_20_05",109.617401123047,51.4956703186035,133.30729675293,85.0969161987305,211.872344970703,22.7633190155029,17.1493968963623,11.3550567626953,6.62116813659668,0.355152577161789,1971161.2745787,2387921.4263188
"87","MA_Forest_Grafton_20_07",109.805488586426,51.6904220581055,133.969680786133,84.5442962646484,211.046798706055,22.7936725616455,17.1424503326416,11.3744316101074,6.62740707397461,0.362261205911636,1971240.35214025,2388442.60826306
"88","MA_Forest_Tufts_20_01",105.164070129395,49.3174705505371,134.743255615234,84.8805160522461,202.863372802734,22.8403968811035,17.3876934051514,11.445276260376,6.78798341751099,0.448114037513733,1972257.50412115,2391682.84838266
"89","MA_Forest_Tufts_20_05",105.599548339844,49.0966186523438,137.668991088867,83.1604614257812,200.041641235352,22.8597717285156,17.36692237854,11.4317140579224,6.80778837203979,0.466812282800674,1972700.91191772,2393352.50176358
"90","MA_Forest_Tufts_20_06",103.910942077637,48.1189498901367,134.546737670898,84.6298751831055,200.446884155273,22.8677673339844,17.3760013580322,11.4451847076416,6.81313562393188,0.461620777845383,1972896.76766397,2392222.37515187
